year,age,n_otolith,mean
1998,10,1,4.4413
1998,11,1,2.5284
1998,12,1,4.19
1999,1,1,0.0141
1999,2,1,0.0957
1999,3,1,0.2845
1999,4,1,0.6499
1999,5,1,1.1316
1999,6,1,1.7114
1999,7,1,1.9954
1999,8,1,2.5491
1999,9,1,4.5645
1999,10,1,6.5673
1999,11,1,4.2649
1999,12,1,12.388
1999,13,1,2.31
2000,1,1,0.0175
2000,2,1,0.0868
2000,3,1,0.2723
2000,4,1,0.5624
2000,5,1,0.9529
2000,6,1,1.3328
2000,7,1,1.9018
2000,8,1,2.3757
2000,9,1,2.9035
2000,10,1,5.4367
2000,11,1,8.351
2000,12,1,6.7804
2000,14,1,8.55
2001,1,1,0.0091
2001,2,1,0.0857
2001,3,1,0.2919
2001,4,1,0.5328
2001,5,1,0.8209
2001,6,1,1.1703
2001,7,1,1.6649
2001,8,1,3.1532
2001,9,1,4.3238
2001,10,1,4.1979
2001,11,1,6.3014
2001,12,1,8.9567
2001,13,1,7.2696
2001,14,1,8.7294
2001,15,1,7.45
2001,16,1,11.9551
2002,1,1,0.0141
2002,2,1,0.087
2002,3,1,0.2581
2002,4,1,0.5951
2002,5,1,1.0306
2002,6,1,1.3669
2002,7,1,1.3567
2002,8,1,2.839
2002,9,1,4.0267
2002,10,1,4.8435
2002,11,1,3.5761
2002,12,1,6.0313
2002,13,1,8.143
2002,14,1,12.05
2003,1,1,0.012
2003,2,1,0.1078
2003,3,1,0.2656
2003,4,1,0.6377
2003,5,1,1.1295
2003,6,1,1.4336
2003,7,1,1.7803
2003,8,1,1.7152
2003,9,1,2.9519
2003,10,1,3.9262
2003,11,1,2.4701
2003,12,1,5.9876
2003,13,1,4.5209
2003,14,1,10.8
2003,15,1,10.75
2004,1,1,0.0232
2004,2,1,0.0696
2004,3,1,0.324
2004,4,1,0.4828
2004,5,1,0.8682
2004,6,1,1.9508
2004,7,1,2.4778
2004,8,1,2.9906
2004,9,1,2.7665
2004,10,1,3.3173
2004,11,1,3.9059
2004,12,1,4.1973
2004,13,1,3.86
2004,14,1,14.25
2004,15,1,13.39
2005,1,1,0.0144
2005,2,1,0.1449
2005,3,1,0.3435
2005,4,1,0.6052
2005,5,1,0.9353
2005,6,1,1.4176
2005,7,1,2.2859
2005,8,1,3.0204
2005,9,1,4.0024
2005,10,1,4.6177
2005,11,1,10.7535
2005,12,1,11.453
2005,13,1,11.6133
2005,14,1,15.2653
2005,15,1,13.1166
2005,16,1,15.009
2007,1,1,0.0116
2007,2,1,0.082
2007,3,1,0.2331
2007,4,1,0.441
2007,5,1,0.971
2007,6,1,1.4275
2007,7,1,1.4511
2007,8,1,2.6701
2007,9,1,5.9099
2007,10,1,7.8425
2007,11,1,7.145
2007,12,1,7.634
2007,13,1,11.4827
2007,14,1,14.7199
2007,15,1,5.25
2007,16,1,10.1
2007,17,1,15.55
2008,1,1,0.0134
2008,2,1,0.0486
2008,3,1,0.1554
2008,4,1,0.4776
2008,5,1,0.7731
2008,6,1,1.2155
2008,7,1,1.8705
2008,8,1,1.7791
2008,9,1,2.6337
2008,10,1,3.0262
2008,11,1,7.3845
2008,12,1,8.5768
2008,13,1,8.9226
2008,14,1,15.85
2008,16,1,19.6
2009,1,1,0.0135
2009,2,1,0.0551
2009,3,1,0.2535
2009,4,1,0.4742
2009,5,1,0.8087
2009,6,1,1.3899
2009,7,1,1.9223
2009,8,1,2.2731
2009,9,1,3.5339
2009,10,1,4.3297
2009,11,1,6.7178
2009,12,1,7.0917
2009,13,1,8.3438
2009,14,1,4.32
2009,16,1,8.1199
2010,1,1,0.014
2010,2,1,0.0938
2010,3,1,0.2269
2010,4,1,0.5207
2010,5,1,0.7693
2010,6,1,1.3512
2010,7,1,2.5542
2010,8,1,3.0627
2010,9,1,4.1424
2010,10,1,6.3696
2010,11,1,9.0247
2010,12,1,11.1477
2010,13,1,7.15
2010,20,1,14.03
2011,1,1,0.0232
2011,2,1,0.112
2011,3,1,0.2455
2011,4,1,0.5149
2011,5,1,0.9092
2011,6,1,1.0088
2011,7,1,1.5882
2011,8,1,2.2078
2011,9,1,3.5949
2011,10,1,1.2286
2011,12,1,4.4298
2011,13,1,3.64
2011,14,1,10.89
2012,1,1,0.0109
2012,2,1,0.0558
2012,3,1,0.335
2012,4,1,0.5849
2012,5,1,0.8963
2012,6,1,1.446
2012,7,1,1.3196
2012,8,1,2.0386
2012,9,1,3.8159
2012,10,1,3.622
2012,11,1,9.23
2012,12,1,13.34
2012,14,1,13.95
2012,15,1,14.7244
2012,18,1,9.37
2013,1,1,0.0151
2013,2,1,0.0688
2013,3,1,0.189
2013,4,1,0.6371
2013,5,1,0.941
2013,6,1,0.9101
2013,7,1,1.2861
2013,8,1,1.3129
2013,9,1,2.3063
2013,10,1,1.6818
2013,11,1,9.88
2013,12,1,10.3183
2013,14,1,10.6363
2014,1,1,0.0093
2014,2,1,0.0849
2014,3,1,0.2202
2014,4,1,0.345
2014,5,1,0.8828
2014,6,1,1.2354
2014,7,1,1.413
2014,8,1,2.2242
2014,9,1,2.4819
2014,10,1,1.9197
2014,12,1,4.68
2014,14,1,11.83
2015,1,1,0.0132
2015,2,1,0.0748
2015,3,1,0.2173
2015,4,1,0.4907
2015,5,1,0.7363
2015,6,1,1.3461
2015,7,1,1.5011
2015,8,1,1.5152
2015,9,1,2.5082
2015,10,1,3.821
2015,11,1,5.67
2016,1,1,0.0131
2016,2,1,0.0544
2016,3,1,0.2041
2016,4,1,0.4536
2016,5,1,0.7262
2016,6,1,0.9156
2016,7,1,1.3954
2016,8,1,2.1355
2016,9,1,1.3
2016,10,1,3.237
2016,11,1,9.68
2017,1,1,0.01132
2017,2,1,0.06105
2017,3,1,0.17699
2017,4,1,0.45809
2017,5,1,0.72453
2017,6,1,0.93049
2017,7,1,1.13483
2017,8,1,1.2639
2017,9,1,2.23296
2017,10,1,5.94557
2017,11,1,3.09798
2018,1,1,0.02178
2018,2,1,0.08923
2018,3,1,0.25175
2018,4,1,0.47022
2018,5,1,0.76679
2018,6,1,1.08663
2018,7,1,1.69396
2018,8,1,1.57293
2018,9,1,6.57898
2018,10,1,2.50689
2018,11,1,2.58838
2018,12,1,9.14
